Name,ID,Ort,Bundesstaat,Region,Land,Jahr,Kilometerstand,Kraftstoff,Schaltung,Besitzer,KilometerPerLiter,Hubraum ,PS,Sitze,PreisEuro,Daten für Jason 
Honda CR-V 2.4 MT,127319,Bangalore,Karnataka,Südindien,Indien,2007,47700,Benzin,Manual,Second,1512,2354,152,5,611688,"{""data"": { ""id"":""127319,Honda CR-V 2.4 MT"" }},"
Volkswagen Vento 1.5 TDI Comfortline AT,127320,Pune,Maharashtra,Westindien,Indien,2015,55000,Diesel,Automatic,First,29694,1498,1032,5,844713,"{""data"": { ""id"":""127320,Volkswagen Vento 1.5 TDI Comfortline AT"" }},"
Maruti Ciaz VXi Plus,127321,Kochi,Kerala,Südindien,Indien,2017,44285,Benzin,Manual,First,29022,1373,911,5,870345,"{""data"": { ""id"":""127321,Maruti Ciaz VXi Plus"" }},"
Mahindra XUV500 AT W10 FWD,127322,Jaipur,Rajastahn,Nordindien,Indien,2016,54000,Diesel,Automatic,First,224,2179,140,7,1543785,"{""data"": { ""id"":""127322,Mahindra XUV500 AT W10 FWD"" }},"
Maruti Ritz VXI ABS,127323,Coimbatore,Tamil Nadu,Ostindien,Indien,2016,30232,Benzin,Manual,First,2954,1197,858,5,676935,"{""data"": { ""id"":""127323,Maruti Ritz VXI ABS"" }},"
Maruti Alto K10 VXI,127324,Hyderabad,Telangana,Südindien,Indien,2014,88500,Benzin,Manual,First,33698,998,671,5,302931,"{""data"": { ""id"":""127324,Maruti Alto K10 VXI"" }},"
Mercedes-Benz SLC 43 AMG,127325,Kolkata,Westbengalen,Ostindien,Indien,2017,13372,Benzin,Automatic,First,266,2996,36207,2,6291653,"{""data"": { ""id"":""127325,Mercedes-Benz SLC 43 AMG"" }},"
Hyundai Verna VTVT 1.6 AT SX Plus,127326,Kochi,Kerala,Südindien,Indien,2019,12645,Benzin,Automatic,First,238,1591,1213,5,1339889,"{""data"": { ""id"":""127326,Hyundai Verna VTVT 1.6 AT SX Plus"" }},"
Maruti Alto LXi BSIII,127327,Chennai,Tamil Nadu,Ostindien,Indien,2010,94385,Benzin,Manual,Second,2758,796,463,5,186419,"{""data"": { ""id"":""127327,Maruti Alto LXi BSIII"" }},"
BMW 1 Series 118d Base,127328,Coimbatore,Tamil Nadu,Ostindien,Indien,2015,31821,Diesel,Automatic,First,28812,1995,143,5,2006338,"{""data"": { ""id"":""127328,BMW 1 Series 118d Base"" }},"
Honda Jazz 1.2 V CVT i VTEC,127329,Mumbai,Maharashtra,Westindien,Indien,2015,12000,Benzin,Automatic,First,266,1199,887,5,699073,"{""data"": { ""id"":""127329,Honda Jazz 1.2 V CVT i VTEC"" }},"
Honda Civic 2006-2010 1.8 V MT,127330,Delhi,DelhiStaat,Nordindien,Indien,2012,88578,Benzin,Manual,First,189,1799,130,5,460223,"{""data"": { ""id"":""127330,Honda Civic 2006-2010 1.8 V MT"" }},"
Mercedes-Benz New C-Class C 220 CDI Avantgarde,127331,Kochi,Kerala,Südindien,Indien,2014,44965,Diesel,Automatic,First,26978,2143,170,5,2091392,"{""data"": { ""id"":""127331,Mercedes-Benz New C-Class C 220 CDI Avantgarde"" }},"
Honda Amaze SX i-DTEC,127332,Kolkata,Westbengalen,Ostindien,Indien,2014,45044,Diesel,Manual,First,3612,1498,986,5,431095,"{""data"": { ""id"":""127332,Honda Amaze SX i-DTEC"" }},"
Maruti Swift VVT VXI,127333,Kochi,Kerala,Südindien,Indien,2016,34204,Benzin,Manual,First,308,1197,818,5,632661,"{""data"": { ""id"":""127333,Maruti Swift VVT VXI"" }},"
Toyota Fortuner 3.0 Diesel,127334,Coimbatore,Tamil Nadu,Ostindien,Indien,2012,91235,Diesel,Manual,First,161,2982,171,7,1571748,"{""data"": { ""id"":""127334,Toyota Fortuner 3.0 Diesel"" }},"
Chevrolet Beat LT Option,127335,Pune,Maharashtra,Westindien,Indien,2014,38800,Benzin,Manual,First,2604,1199,768,5,332059,"{""data"": { ""id"":""127335,Chevrolet Beat LT Option"" }},"
Skoda Rapid 1.5 TDI Elegance,127336,Chennai,Tamil Nadu,Ostindien,Indien,2013,83000,Diesel,Manual,First,29596,1498,10352,5,553432,"{""data"": { ""id"":""127336,Skoda Rapid 1.5 TDI Elegance"" }},"
Maruti Ciaz 1.4 Alpha,127337,Kochi,Kerala,Südindien,Indien,2018,41283,Benzin,Manual,First,29022,1373,911,5,1153470,"{""data"": { ""id"":""127337,Maruti Ciaz 1.4 Alpha"" }},"
Audi RS5 Coupe,127338,Mumbai,Maharashtra,Westindien,Indien,2013,23000,Benzin,Automatic,First,1547,2894,444,4,4310947,"{""data"": { ""id"":""127338,Audi RS5 Coupe"" }},"
BMW 3 Series Luxury Line,127339,Mumbai,Maharashtra,Westindien,Indien,2014,48000,Diesel,Automatic,First,30464,1995,190,5,3087570,"{""data"": { ""id"":""127339,BMW 3 Series Luxury Line"" }},"
Audi A4 2.0 TDI 177  Premium Plus,127340,Coimbatore,Tamil Nadu,Ostindien,Indien,2015,48214,Diesel,Automatic,First,23954,1968,17433,5,2717062,"{""data"": { ""id"":""127340,Audi A4 2.0 TDI 177  Premium Plus"" }},"
Maruti Swift VDI,127341,Chennai,Tamil Nadu,Ostindien,Indien,2016,35000,Diesel,Manual,First,3206,1248,74,5,728201,"{""data"": { ""id"":""127341,Maruti Swift VDI"" }},"
Mercedes-Benz S Class 2005 2013 S 500,127342,Kolkata,Westbengalen,Ostindien,Indien,2010,35277,Benzin,Automatic,First,10934,5461,3629,5,3495363,"{""data"": { ""id"":""127342,Mercedes-Benz S Class 2005 2013 S 500"" }},"
Skoda Rapid 1.5 TDI AT Elegance Plus Black Package,127343,Coimbatore,Tamil Nadu,Ostindien,Indien,2016,54620,Diesel,Automatic,First,30324,1498,10352,5,1148809,"{""data"": { ""id"":""127343,Skoda Rapid 1.5 TDI AT Elegance Plus Black Package"" }},"
Skoda Superb Elegance 2.0 TDI CR AT,127344,Pune,Maharashtra,Westindien,Indien,2012,136997,Diesel,Automatic,First,2408,1968,1381,5,990353,"{""data"": { ""id"":""127344,Skoda Superb Elegance 2.0 TDI CR AT"" }},"
Hyundai EON Magna Plus,127345,Kochi,Kerala,Südindien,Indien,2019,14322,Benzin,Manual,First,2954,814,552,5,492846,"{""data"": { ""id"":""127345,Hyundai EON Magna Plus"" }},"
Volkswagen Polo Diesel Trendline 1.2L,127346,Jaipur,Rajastahn,Nordindien,Indien,2012,65634,Diesel,Manual,First,30898,1199,739,5,407792,"{""data"": { ""id"":""127346,Volkswagen Polo Diesel Trendline 1.2L"" }},"
Datsun GO NXT,127347,Kolkata,Westbengalen,Ostindien,Indien,2016,6000,Benzin,Manual,First,28882,1198,6706,5,291280,"{""data"": { ""id"":""127347,Datsun GO NXT"" }},"
Honda Brio S MT,127348,Kolkata,Westbengalen,Ostindien,Indien,2013,33280,Benzin,Manual,First,2716,1198,868,5,278464,"{""data"": { ""id"":""127348,Honda Brio S MT"" }},"
Mercedes-Benz B Class B180,127349,Delhi,DelhiStaat,Nordindien,Indien,2013,29000,Benzin,Automatic,First,2072,1595,1207,5,1310761,"{""data"": { ""id"":""127349,Mercedes-Benz B Class B180"" }},"
Honda City i DTEC V,127350,Kochi,Kerala,Südindien,Indien,2015,42831,Diesel,Manual,First,364,1498,986,5,828401,"{""data"": { ""id"":""127350,Honda City i DTEC V"" }},"
Toyota Innova 2.5 G (Diesel) 7 Seater,127351,Ahmedabad,Gujarat,Westindien,Indien,2016,90000,Diesel,Manual,First,18186,2494,1006,7,1269982,"{""data"": { ""id"":""127351,Toyota Innova 2.5 G (Diesel) 7 Seater"" }},"
Maruti Swift VXI Optional,127352,Ahmedabad,Gujarat,Westindien,Indien,2017,24005,Benzin,Manual,First,2856,1197,818,5,722375,"{""data"": { ""id"":""127352,Maruti Swift VXI Optional"" }},"
Mahindra XUV500 W8 2WD,127353,Mumbai,Maharashtra,Westindien,Indien,2012,32792,Diesel,Manual,First,2114,2179,140,7,920446,"{""data"": { ""id"":""127353,Mahindra XUV500 W8 2WD"" }},"
Ford Ecosport 1.5 DV5 MT Ambiente,127354,Kochi,Kerala,Südindien,Indien,2014,147898,Diesel,Manual,First,3178,1498,8984,5,514983,"{""data"": { ""id"":""127354,Ford Ecosport 1.5 DV5 MT Ambiente"" }},"
Toyota Fortuner 4x2 Manual,127355,Mumbai,Maharashtra,Westindien,Indien,2012,131765,Diesel,Manual,First,182,2982,1685,7,1572913,"{""data"": { ""id"":""127355,Toyota Fortuner 4x2 Manual"" }},"
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,127356,Chennai,Tamil Nadu,Ostindien,Indien,2013,65000,Diesel,Automatic,First,301,1498,1085,5,728201,"{""data"": { ""id"":""127356,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy"" }},"
Ford Figo Diesel Titanium,127357,Jaipur,Rajastahn,Nordindien,Indien,2010,66123,Diesel,Manual,Second,28,1399,68,5,244675,"{""data"": { ""id"":""127357,Ford Figo Diesel Titanium"" }},"
BMW X5 xDrive 30d,127358,Mumbai,Maharashtra,Westindien,Indien,2015,41000,Diesel,Automatic,First,2142,2993,258,5,5243044,"{""data"": { ""id"":""127358,BMW X5 xDrive 30d"" }},"
Mercedes-Benz New C-Class C 220 CDI Style,127359,Coimbatore,Tamil Nadu,Ostindien,Indien,2017,23550,Diesel,Automatic,First,26978,2143,16762,5,3921797,"{""data"": { ""id"":""127359,Mercedes-Benz New C-Class C 220 CDI Style"" }},"
Honda Brio V MT,127360,Bangalore,Karnataka,Südindien,Indien,2012,45000,Benzin,Manual,Second,2716,1198,868,5,425269,"{""data"": { ""id"":""127360,Honda Brio V MT"" }},"
Hyundai i10 Magna 1.2,127361,Delhi,DelhiStaat,Nordindien,Indien,2013,60000,Benzin,Manual,First,28504,1197,789,5,320408,"{""data"": { ""id"":""127361,Hyundai i10 Magna 1.2"" }},"
Mercedes-Benz GLC 220,127362,Bangalore,Karnataka,Südindien,Indien,2016,44414,Diesel,Automatic,First,2506,2143,170,5,4951764,"{""data"": { ""id"":""127362,Mercedes-Benz GLC 220"" }},"
Hyundai Grand i10 1.2 Kappa Asta,127363,Kolkata,Westbengalen,Ostindien,Indien,2019,1000,Benzin,Manual,First,2646,1197,8186,5,757329,"{""data"": { ""id"":""127363,Hyundai Grand i10 1.2 Kappa Asta"" }},"
Audi A6 2011-2015 2.0 TDI Premium Plus,127364,Mumbai,Maharashtra,Westindien,Indien,2012,62500,Diesel,Automatic,Second,24752,1968,17433,5,2213730,"{""data"": { ""id"":""127364,Audi A6 2011-2015 2.0 TDI Premium Plus"" }},"
Volkswagen Vento Benzin Highline AT,127365,Mumbai,Maharashtra,Westindien,Indien,2013,21000,Benzin,Automatic,Second,2016,1598,1036,5,518479,"{""data"": { ""id"":""127365,Volkswagen Vento Benzin Highline AT"" }},"
Mini Countryman Cooper D,127366,Jaipur,Rajastahn,Nordindien,Indien,2017,8525,Diesel,Automatic,Second,2324,1998,112,5,2679778,"{""data"": { ""id"":""127366,Mini Countryman Cooper D"" }},"
Hyundai i20 Asta 1.4 CRDi,127367,Bangalore,Karnataka,Südindien,Indien,2014,29000,Diesel,Manual,First,31556,1396,8873,5,972876,"{""data"": { ""id"":""127367,Hyundai i20 Asta 1.4 CRDi"" }},"
Audi A6 2011-2015 2.0 TDI Premium Plus,127368,Mumbai,Maharashtra,Westindien,Indien,2014,40000,Diesel,Automatic,First,24752,1968,17433,5,2673953,"{""data"": { ""id"":""127368,Audi A6 2011-2015 2.0 TDI Premium Plus"" }},"
Chevrolet Beat Diesel LT,127369,Jaipur,Rajastahn,Nordindien,Indien,2012,88000,Diesel,Manual,First,35616,936,576,5,174768,"{""data"": { ""id"":""127369,Chevrolet Beat Diesel LT"" }},"
Skoda Superb Elegance 1.8 TSI AT,127370,Kochi,Kerala,Südindien,Indien,2012,53537,Benzin,Automatic,First,1918,1798,15775,5,802768,"{""data"": { ""id"":""127370,Skoda Superb Elegance 1.8 TSI AT"" }},"
Ford Fiesta 1.4 TDCi EXI Limited Edition,127371,Chennai,Tamil Nadu,Ostindien,Indien,2006,216000,Diesel,Manual,Second,2492,1399,68,5,168943,"{""data"": { ""id"":""127371,Ford Fiesta 1.4 TDCi EXI Limited Edition"" }},"
BMW 5 Series 520d Luxury Line,127372,Hyderabad,Telangana,Südindien,Indien,2014,51000,Diesel,Automatic,First,31472,1995,190,5,3903155,"{""data"": { ""id"":""127372,BMW 5 Series 520d Luxury Line"" }},"
Chevrolet Optra Magnum 1.6 LS BS3,127373,Jaipur,Rajastahn,Nordindien,Indien,2007,118500,Benzin,Manual,First,1806,1598,1025,5,145640,"{""data"": { ""id"":""127373,Chevrolet Optra Magnum 1.6 LS BS3"" }},"
Volkswagen Polo Diesel Highline 1.2L,127374,Hyderabad,Telangana,Südindien,Indien,2012,63000,Diesel,Manual,First,30898,1199,739,5,489351,"{""data"": { ""id"":""127374,Volkswagen Polo Diesel Highline 1.2L"" }},"
Renault Lodgy 110PS RxZ 8 Seater,127375,Mumbai,Maharashtra,Westindien,Indien,2015,25000,Diesel,Manual,First,27972,1461,1085,8,786457,"{""data"": { ""id"":""127375,Renault Lodgy 110PS RxZ 8 Seater"" }},"
Mercedes-Benz E-Class E250 CDI Avantgrade,127376,Bangalore,Karnataka,Südindien,Indien,2014,37382,Diesel,Automatic,First,182,2143,2011,5,3728387,"{""data"": { ""id"":""127376,Mercedes-Benz E-Class E250 CDI Avantgrade"" }},"
Maruti Baleno Alpha,127377,Kochi,Kerala,Südindien,Indien,2017,24773,Benzin,Manual,First,2996,1197,831,5,873841,"{""data"": { ""id"":""127377,Maruti Baleno Alpha"" }},"
Hyundai Verna 1.6 SX,127378,Delhi,DelhiStaat,Nordindien,Indien,2012,62000,Diesel,Manual,First,31248,1582,12632,5,535956,"{""data"": { ""id"":""127378,Hyundai Verna 1.6 SX"" }},"
Hyundai i10 Magna 1.1,127379,Kochi,Kerala,Südindien,Indien,2017,52340,Benzin,Manual,First,27734,1086,6805,5,470709,"{""data"": { ""id"":""127379,Hyundai i10 Magna 1.1"" }},"
Mahindra Scorpio 1.99 S10 4WD,127380,Kochi,Kerala,Südindien,Indien,2016,56739,Diesel,Manual,First,2156,1997,120,7,1201240,"{""data"": { ""id"":""127380,Mahindra Scorpio 1.99 S10 4WD"" }},"
Land Rover Range Rover 2.2L Dynamic,127381,Coimbatore,Tamil Nadu,Ostindien,Indien,2018,36091,Diesel,Automatic,First,1778,2179,1877,5,6496714,"{""data"": { ""id"":""127381,Land Rover Range Rover 2.2L Dynamic"" }},"
Ford Figo Diesel ZXI,127382,Chennai,Tamil Nadu,Ostindien,Indien,2010,120000,Diesel,Manual,First,28,1399,68,5,302931,"{""data"": { ""id"":""127382,Ford Figo Diesel ZXI"" }},"
Maruti Ertiga ZDI,127383,Mumbai,Maharashtra,Westindien,Indien,2016,33000,Diesel,Manual,First,35658,1248,885,7,990353,"{""data"": { ""id"":""127383,Maruti Ertiga ZDI"" }},"
Honda Amaze S i-Dtech,127384,Kolkata,Westbengalen,Ostindien,Indien,2014,52000,Diesel,Manual,First,3612,1498,986,5,407792,"{""data"": { ""id"":""127384,Honda Amaze S i-Dtech"" }},"
Hyundai i10 Magna,127385,Jaipur,Rajastahn,Nordindien,Indien,2015,43571,Benzin,Manual,First,28504,1197,789,5,413618,"{""data"": { ""id"":""127385,Hyundai i10 Magna"" }},"
Honda Amaze S i-Dtech,127386,Kolkata,Westbengalen,Ostindien,Indien,2013,50000,Diesel,Manual,First,3612,1498,986,5,378664,"{""data"": { ""id"":""127386,Honda Amaze S i-Dtech"" }},"
Skoda Laura Ambiente,127387,Hyderabad,Telangana,Südindien,Indien,2008,113000,Diesel,Manual,First,245,1896,106,5,524304,"{""data"": { ""id"":""127387,Skoda Laura Ambiente"" }},"
Renault Duster 85PS Diesel RxL,127388,Delhi,DelhiStaat,Nordindien,Indien,2014,90000,Diesel,Manual,First,27818,1461,838,5,623340,"{""data"": { ""id"":""127388,Renault Duster 85PS Diesel RxL"" }},"
Mahindra NuvoSport N6,127389,Chennai,Tamil Nadu,Ostindien,Indien,2017,29000,Diesel,Manual,Second,2443,1493,100,7,757329,"{""data"": { ""id"":""127389,Mahindra NuvoSport N6"" }},"
Maruti Vitara Brezza ZDi Plus Dual Tone,127390,Mumbai,Maharashtra,Westindien,Indien,2016,20000,Diesel,Manual,First,3402,1248,885,5,1048609,"{""data"": { ""id"":""127390,Maruti Vitara Brezza ZDi Plus Dual Tone"" }},"
Hyundai i20 Asta Option 1.2,127391,Kochi,Kerala,Südindien,Indien,2016,61012,Benzin,Manual,First,2604,1197,8183,5,699073,"{""data"": { ""id"":""127391,Hyundai i20 Asta Option 1.2"" }},"
Skoda Fabia 1.4 MPI Ambiente,127392,Jaipur,Rajastahn,Nordindien,Indien,2009,87459,Benzin,Manual,First,2058,139,85,5,320408,"{""data"": { ""id"":""127392,Skoda Fabia 1.4 MPI Ambiente"" }},"
Tata Indigo eCS GLX,127393,Pune,Maharashtra,Westindien,Indien,2010,70500,Benzin,Manual,First,21896,1193,641,5,174768,"{""data"": { ""id"":""127393,Tata Indigo eCS GLX"" }},"
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,127394,Delhi,DelhiStaat,Nordindien,Indien,2015,64103,Diesel,Automatic,First,22022,1968,17433,5,2318591,"{""data"": { ""id"":""127394,Audi Q3 2012-2015 35 TDI Quattro Premium Plus"" }},"
Skoda Octavia Elegance 1.8 TSI AT,127395,Mumbai,Maharashtra,Westindien,Indien,2014,76000,Benzin,Automatic,First,2058,1798,1775,5,1165121,"{""data"": { ""id"":""127395,Skoda Octavia Elegance 1.8 TSI AT"" }},"
Toyota Etios Liva GD SP,127396,Delhi,DelhiStaat,Nordindien,Indien,2014,104000,Diesel,Manual,First,33026,1364,6706,5,349536,"{""data"": { ""id"":""127396,Toyota Etios Liva GD SP"" }},"
Mercedes-Benz B Class B180,127397,Kochi,Kerala,Südindien,Indien,2014,37245,Benzin,Automatic,First,2072,1595,1207,5,1393485,"{""data"": { ""id"":""127397,Mercedes-Benz B Class B180"" }},"
Honda Amaze S Diesel,127398,Kolkata,Westbengalen,Ostindien,Indien,2013,45000,Diesel,Manual,First,3836,1498,986,5,378664,"{""data"": { ""id"":""127398,Honda Amaze S Diesel"" }},"
Hyundai Verna 1.6 SX,127399,Jaipur,Rajastahn,Nordindien,Indien,2012,117837,Diesel,Manual,Second,31248,1582,12632,5,553432,"{""data"": { ""id"":""127399,Hyundai Verna 1.6 SX"" }},"
Renault Duster 85PS Diesel RxL Optional,127400,Mumbai,Maharashtra,Westindien,Indien,2014,30000,Diesel,Manual,First,28644,1461,838,5,693247,"{""data"": { ""id"":""127400,Renault Duster 85PS Diesel RxL Optional"" }},"
Hyundai Creta 1.6 VTVT S,127401,Delhi,DelhiStaat,Nordindien,Indien,2015,27057,Benzin,Manual,Second,21406,1591,1213,5,949574,"{""data"": { ""id"":""127401,Hyundai Creta 1.6 VTVT S"" }},"
Maruti Wagon R AMT VXI,127402,Mumbai,Maharashtra,Westindien,Indien,2016,8500,Benzin,Automatic,First,28714,998,67,5,491681,"{""data"": { ""id"":""127402,Maruti Wagon R AMT VXI"" }},"
Mercedes-Benz New C-Class C250 Avantgarde,127403,Kolkata,Westbengalen,Ostindien,Indien,2010,30500,Benzin,Automatic,First,16436,1796,186,5,1223377,"{""data"": { ""id"":""127403,Mercedes-Benz New C-Class C250 Avantgarde"" }},"
Audi A8 L 3.0 TDI quattro,127404,Delhi,DelhiStaat,Nordindien,Indien,2012,56000,Diesel,Automatic,First,1652,2967,2467,5,5243044,"{""data"": { ""id"":""127404,Audi A8 L 3.0 TDI quattro"" }},"
Hyundai i10 Magna 1.1,127405,Pune,Maharashtra,Westindien,Indien,2012,44000,Benzin,Manual,Second,27734,1086,6805,5,337885,"{""data"": { ""id"":""127405,Hyundai i10 Magna 1.1"" }},"
Skoda Rapid 1.6 MPI AT Style Black Package,127406,Mumbai,Maharashtra,Westindien,Indien,2017,10500,Benzin,Automatic,First,2002,1598,10352,5,1036958,"{""data"": { ""id"":""127406,Skoda Rapid 1.6 MPI AT Style Black Package"" }},"
Skoda Superb Style 1.8 TSI AT,127407,Hyderabad,Telangana,Südindien,Indien,2017,26000,Benzin,Automatic,First,20538,1798,17746,5,3029314,"{""data"": { ""id"":""127407,Skoda Superb Style 1.8 TSI AT"" }},"
Hyundai i20 Active 1.2 SX,127408,Coimbatore,Tamil Nadu,Ostindien,Indien,2018,25166,Benzin,Manual,First,24066,1197,8186,5,957729,"{""data"": { ""id"":""127408,Hyundai i20 Active 1.2 SX"" }},"
Honda Amaze VX i-DTEC,127409,Kolkata,Westbengalen,Ostindien,Indien,2014,64000,Diesel,Manual,Second,3612,1498,986,5,407792,"{""data"": { ""id"":""127409,Honda Amaze VX i-DTEC"" }},"
Maruti Wagon R LXI,127410,Chennai,Tamil Nadu,Ostindien,Indien,2004,61000,Benzin,Manual,Second,2646,998,671,5,145640,"{""data"": { ""id"":""127410,Maruti Wagon R LXI"" }},"
Mahindra Verito 1.5 D4 BSIV,127411,Hyderabad,Telangana,Südindien,Indien,2013,107000,Diesel,Manual,First,29442,1461,65,5,431095,"{""data"": { ""id"":""127411,Mahindra Verito 1.5 D4 BSIV"" }},"
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,127412,Coimbatore,Tamil Nadu,Ostindien,Indien,2018,29161,Diesel,Automatic,First,26978,2143,16762,5,4591742,"{""data"": { ""id"":""127412,Mercedes-Benz New C-Class C 220d Avantgarde Edition C"" }},"
Maruti Wagon R VXI,127413,Kolkata,Westbengalen,Ostindien,Indien,2013,32000,Benzin,Manual,First,315,998,6704,5,308757,"{""data"": { ""id"":""127413,Maruti Wagon R VXI"" }},"
Nissan Terrano XV Premium 110 PS Anniversary Edition,127414,Coimbatore,Tamil Nadu,Ostindien,Indien,2015,46173,Diesel,Manual,Second,26614,1461,1085,5,1039288,"{""data"": { ""id"":""127414,Nissan Terrano XV Premium 110 PS Anniversary Edition"" }},"
Mini Cooper Convertible S,127415,Kochi,Kerala,Südindien,Indien,2017,26327,Benzin,Automatic,First,23548,1998,18908,4,4155986,"{""data"": { ""id"":""127415,Mini Cooper Convertible S"" }},"
Tata Indica V2 DLS BSII,127416,Jaipur,Rajastahn,Nordindien,Indien,2007,200000,Diesel,Manual,Second,2408,1396,535,5,99035,"{""data"": { ""id"":""127416,Tata Indica V2 DLS BSII"" }},"
Chevrolet Beat LT,127417,Kochi,Kerala,Südindien,Indien,2016,60813,Benzin,Manual,Second,2604,1199,768,5,386820,"{""data"": { ""id"":""127417,Chevrolet Beat LT"" }},"
Volkswagen Polo Diesel Comfortline 1.2L,127418,Mumbai,Maharashtra,Westindien,Indien,2012,45000,Diesel,Manual,First,30898,1199,739,5,419444,"{""data"": { ""id"":""127418,Volkswagen Polo Diesel Comfortline 1.2L"" }},"
Maruti Swift ZDi,127419,Hyderabad,Telangana,Südindien,Indien,2016,64000,Diesel,Manual,First,3206,1248,74,5,792282,"{""data"": { ""id"":""127419,Maruti Swift ZDi"" }},"
Ford Figo Diesel EXI,127420,Kolkata,Westbengalen,Ostindien,Indien,2012,41284,Diesel,Manual,First,28,1399,6805,5,291280,"{""data"": { ""id"":""127420,Ford Figo Diesel EXI"" }},"
Toyota Innova Crysta 2.8 GX AT,127421,Kochi,Kerala,Südindien,Indien,2019,14165,Diesel,Automatic,First,15904,2755,1715,7,2288298,"{""data"": { ""id"":""127421,Toyota Innova Crysta 2.8 GX AT"" }},"
Hyundai Santa Fe 4x4 AT,127422,Mumbai,Maharashtra,Westindien,Indien,2011,67000,Diesel,Automatic,Second,16408,2199,1943,7,815585,"{""data"": { ""id"":""127422,Hyundai Santa Fe 4x4 AT"" }},"
Honda City i-VTEC V,127423,Kolkata,Westbengalen,Ostindien,Indien,2011,32572,Benzin,Manual,First,2436,1497,1173,5,450902,"{""data"": { ""id"":""127423,Honda City i-VTEC V"" }},"
Hyundai i20 1.2 Magna Executive,127424,Kochi,Kerala,Südindien,Indien,2018,14960,Benzin,Manual,First,2604,1197,8183,5,730531,"{""data"": { ""id"":""127424,Hyundai i20 1.2 Magna Executive"" }},"
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,127425,Kochi,Kerala,Südindien,Indien,2015,55980,Diesel,Automatic,First,26978,2143,16762,5,2111199,"{""data"": { ""id"":""127425,Mercedes-Benz New C-Class C 220d Avantgarde Edition C"" }},"
Chevrolet Beat Diesel LT,127426,Mumbai,Maharashtra,Westindien,Indien,2013,74000,Diesel,Manual,First,35616,936,576,5,308757,"{""data"": { ""id"":""127426,Chevrolet Beat Diesel LT"" }},"
Hyundai i20 Sportz 1.4 CRDi,127427,Kochi,Kerala,Südindien,Indien,2015,56847,Diesel,Manual,First,31556,1396,8873,5,838887,"{""data"": { ""id"":""127427,Hyundai i20 Sportz 1.4 CRDi"" }},"
Toyota Innova 2.5 Z Diesel 7 Seater,127428,Coimbatore,Tamil Nadu,Ostindien,Indien,2015,121374,Diesel,Manual,First,18186,2494,1006,7,1666123,"{""data"": { ""id"":""127428,Toyota Innova 2.5 Z Diesel 7 Seater"" }},"
Maruti Ertiga VDI,127429,Chennai,Tamil Nadu,Ostindien,Indien,2013,52000,Diesel,Manual,First,29078,1248,8876,7,803933,"{""data"": { ""id"":""127429,Maruti Ertiga VDI"" }},"
Toyota Innova 2.5 V Diesel 7-seater,127430,Mumbai,Maharashtra,Westindien,Indien,2014,118000,Diesel,Manual,First,1792,2494,102,7,1252505,"{""data"": { ""id"":""127430,Toyota Innova 2.5 V Diesel 7-seater"" }},"
Honda City i VTEC V,127431,Kochi,Kerala,Südindien,Indien,2016,33915,Benzin,Manual,First,2492,1497,1173,5,942583,"{""data"": { ""id"":""127431,Honda City i VTEC V"" }},"
