id,name,ort,bundesstaat,region,land,jahr,kilometerstand,pS,preisEuro,kraftstoff,schaltung,besitzer,kilometerPerLiter,hubraum,sitze
127375,Renault Lodgy 110PS RxZ 8 Seater,Mumbai,Maharashtra,Westindien,Indien,2015,25000,110,80829,Diesel,Manual,Erster,19.98,1461,8
127376,Mercedes-Benz E-Class E250 CDI Avantgrade,Bangalore,Karnataka,S?dindien,Indien,2014,37382,203,3831895,Diesel,Automatisch,Erster,13,2143,5
127377,Maruti Baleno Alpha,Kochi,Kerala,S?dindien,Indien,2017,24773,84,8981,Benzin,Manual,Erster,21.4,1197,5
127378,Hyundai Verna 1.6 SX,Delhi,DelhiStaat,Nordindien,Indien,2012,62000,128,550835,Diesel,Manual,Erster,22.32,1582,5
127379,Hyundai i10 Magna 1.1,Kochi,Kerala,S?dindien,Indien,2017,52340,69,483777,Benzin,Manual,Erster,19.81,1086,5
127380,Mahindra Scorpio 1.99 S10 4WD,Kochi,Kerala,S?dindien,Indien,2016,56739,121,1234589,Diesel,Manual,Erster,15.4,1997,7
127381,Land Rover Range Rover 2.2L Dynamic,Coimbatore,Tamil Nadu,Ostindien,Indien,2018,36091,190,6677077,Diesel,Automatisch,Erster,12.7,2179,5
127382,Ford Figo Diesel ZXI,Chennai,Tamil Nadu,Ostindien,Indien,2010,120000,69,311341,Diesel,Manual,Erster,20,1399,5
127383,Maruti Ertiga ZDI,Mumbai,Maharashtra,Westindien,Indien,2016,33000,89,1017847,Diesel,Manual,Erster,25.47,1248,7
127384,Honda Amaze S i-Dtech,Kolkata,Westbengalen,Ostindien,Indien,2014,52000,100,419113,Diesel,Manual,Erster,25.8,1498,5
127385,Hyundai i10 Magna,Jaipur,Rajastahn,Nordindien,Indien,2015,43571,80,425101,Benzin,Manual,Erster,20.36,1197,5
127386,Honda Amaze S i-Dtech,Kolkata,Westbengalen,Ostindien,Indien,2013,50000,100,389177,Diesel,Manual,Erster,25.8,1498,5
127387,Skoda Laura Ambiente,Hyderabad,Telangana,S?dindien,Indien,2008,113000,107,53886,Diesel,Manual,Erster,17.5,1896,5
127388,Renault Duster 85PS Diesel RxL,Delhi,DelhiStaat,Nordindien,Indien,2014,90000,85,640645,Diesel,Manual,Erster,19.87,1461,5
127389,Mahindra NuvoSport N6,Chennai,Tamil Nadu,Ostindien,Indien,2017,29000,101,778354,Diesel,Manual,Zweiter,17.45,1493,7
127390,Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,Maharashtra,Westindien,Indien,2016,20000,89,107772,Diesel,Manual,Erster,24.3,1248,5
127391,Hyundai i20 Asta Option 1.2,Kochi,Kerala,S?dindien,Indien,2016,61012,83,71848,Benzin,Manual,Erster,18.6,1197,5
127392,Skoda Fabia 1.4 MPI Ambiente,Jaipur,Rajastahn,Nordindien,Indien,2009,87459,86,329303,Benzin,Manual,Erster,14.7,1390,5
127393,Tata Indigo eCS GLX,Pune,Maharashtra,Westindien,Indien,2010,70500,65,17962,Benzin,Manual,Erster,15.64,1193,5
127394,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,DelhiStaat,Nordindien,Indien,2015,64103,176,238296,Diesel,Automatisch,Erster,15.73,1968,5
127395,Skoda Octavia Elegance 1.8 TSI AT,Mumbai,Maharashtra,Westindien,Indien,2014,76000,179,1197467,Benzin,Automatisch,Erster,14.7,1798,5
127396,Toyota Etios Liva GD SP,Delhi,DelhiStaat,Nordindien,Indien,2014,104000,68,35924,Diesel,Manual,Erster,23.59,1364,5
127397,Mercedes-Benz B Class B180,Kochi,Kerala,S?dindien,Indien,2014,37245,122,1432171,Benzin,Automatisch,Erster,14.8,1595,5
127398,Honda Amaze S Diesel,Kolkata,Westbengalen,Ostindien,Indien,2013,45000,100,389177,Diesel,Manual,Erster,27.4,1498,5
127399,Hyundai Verna 1.6 SX,Jaipur,Rajastahn,Nordindien,Indien,2012,117837,128,568797,Diesel,Manual,Zweiter,22.32,1582,5
127400,Renault Duster 85PS Diesel RxL Optional,Mumbai,Maharashtra,Westindien,Indien,2014,30000,85,712493,Diesel,Manual,Erster,20.46,1461,5
127401,Hyundai Creta 1.6 VTVT S,Delhi,DelhiStaat,Nordindien,Indien,2015,27057,123,975936,Benzin,Manual,Zweiter,15.29,1591,5
127402,Maruti Wagon R AMT VXI,Mumbai,Maharashtra,Westindien,Indien,2016,8500,68,505331,Benzin,Automatisch,Erster,20.51,998,5
127403,Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,Westbengalen,Ostindien,Indien,2010,30500,188,125734,Benzin,Automatisch,Erster,11.74,1796,5
127404,Audi A8 L 3.0 TDI quattro,Delhi,DelhiStaat,Nordindien,Indien,2012,56000,249,5388602,Diesel,Automatisch,Erster,11.8,2967,5
127405,Hyundai i10 Magna 1.1,Pune,Maharashtra,Westindien,Indien,2012,44000,69,347265,Benzin,Manual,Zweiter,19.81,1086,5
127406,Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,Maharashtra,Westindien,Indien,2017,10500,105,1065746,Benzin,Automatisch,Erster,14.3,1598,5
127407,Skoda Superb Style 1.8 TSI AT,Hyderabad,Telangana,S?dindien,Indien,2017,26000,179,3113415,Benzin,Automatisch,Erster,14.67,1798,5
127408,Hyundai i20 Active 1.2 SX,Coimbatore,Tamil Nadu,Ostindien,Indien,2018,25166,83,984318,Benzin,Manual,Erster,17.19,1197,5
127409,Honda Amaze VX i-DTEC,Kolkata,Westbengalen,Ostindien,Indien,2014,64000,100,419113,Diesel,Manual,Zweiter,25.8,1498,5
127410,Maruti Wagon R LXI,Chennai,Tamil Nadu,Ostindien,Indien,2004,61000,68,149683,Benzin,Manual,Zweiter,18.9,998,5
127411,Mahindra Verito 1.5 D4 BSIV,Hyderabad,Telangana,S?dindien,Indien,2013,107000,66,443063,Diesel,Manual,Erster,21.03,1461,5
127412,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,Tamil Nadu,Ostindien,Indien,2018,29161,169,4719218,Diesel,Automatisch,Erster,19.27,2143,5
127413,Maruti Wagon R VXI,Kolkata,Westbengalen,Ostindien,Indien,2013,32000,68,317329,Benzin,Manual,Erster,22.5,998,5
127414,Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,Tamil Nadu,Ostindien,Indien,2015,46173,110,1068141,Diesel,Manual,Zweiter,19.01,1461,5
127415,Mini Cooper Convertible S,Kochi,Kerala,S?dindien,Indien,2017,26327,191,4271365,Benzin,Automatisch,Erster,16.82,1998,4
127416,Tata Indica V2 DLS BSII,Jaipur,Rajastahn,Nordindien,Indien,2007,200000,54,101785,Diesel,Manual,Zweiter,17.2,1396,5
127417,Chevrolet Beat LT,Kochi,Kerala,S?dindien,Indien,2016,60813,78,397559,Benzin,Manual,Zweiter,18.6,1199,5
127418,Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,Maharashtra,Westindien,Indien,2012,45000,75,431088,Diesel,Manual,Erster,22.07,1199,5
127419,Maruti Swift ZDi,Hyderabad,Telangana,S?dindien,Indien,2016,64000,75,814278,Diesel,Manual,Erster,22.9,1248,5
127420,Ford Figo Diesel EXI,Kolkata,Westbengalen,Ostindien,Indien,2012,41284,69,299367,Diesel,Manual,Erster,20,1399,5
127421,Toyota Innova Crysta 2.8 GX AT,Kochi,Kerala,S?dindien,Indien,2019,14165,173,2351825,Diesel,Automatisch,Erster,11.36,2755,7
127422,Hyundai Santa Fe 4x4 AT,Mumbai,Maharashtra,Westindien,Indien,2011,67000,196,838227,Diesel,Automatisch,Zweiter,11.72,2199,7
127423,Honda City i-VTEC V,Kolkata,Westbengalen,Ostindien,Indien,2011,32572,118,46342,Benzin,Manual,Erster,17.4,1497,5
127424,Hyundai i20 1.2 Magna Executive,Kochi,Kerala,S?dindien,Indien,2018,14960,83,750812,Benzin,Manual,Erster,18.6,1197,5
127425,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,Kerala,S?dindien,Indien,2015,55980,169,216981,Diesel,Automatisch,Erster,19.27,2143,5
127426,Chevrolet Beat Diesel LT,Mumbai,Maharashtra,Westindien,Indien,2013,74000,58,317329,Diesel,Manual,Erster,25.44,936,5
127427,Hyundai i20 Sportz 1.4 CRDi,Kochi,Kerala,S?dindien,Indien,2015,56847,90,862176,Diesel,Manual,Erster,22.54,1396,5
127428,Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,Tamil Nadu,Ostindien,Indien,2015,121374,102,1712378,Diesel,Manual,Erster,12.99,2494,7
127429,Maruti Ertiga VDI,Chennai,Tamil Nadu,Ostindien,Indien,2013,52000,90,826252,Diesel,Manual,Erster,20.77,1248,7
127430,Toyota Innova 2.5 V Diesel 7-seater,Mumbai,Maharashtra,Westindien,Indien,2014,118000,103,1287277,Diesel,Manual,Erster,12.8,2494,7
127431,Honda City i VTEC V,Kochi,Kerala,S?dindien,Indien,2016,33915,118,968751,Benzin,Manual,Erster,17.8,1497,5
127432,BMW X1 sDrive20d,Ahmedabad,Gujarat,Westindien,Indien,2014,82002,186,2215314,Diesel,Automatisch,Erster,17.05,1995,5
127433,Hyundai Grand i10 CRDi Era,Mumbai,Maharashtra,Westindien,Indien,2017,33000,71,568797,Diesel,Manual,Erster,24,1120,5
127434,Maruti Ciaz 1.3 Alpha,Chennai,Tamil Nadu,Ostindien,Indien,2016,34000,89,101186,Diesel,Manual,Erster,28.09,1248,5
127435,Skoda Rapid Leisure 1.6 TDI MT,Kolkata,Westbengalen,Ostindien,Indien,2012,55000,105,419113,Diesel,Manual,Erster,20.5,1598,5
127436,Hyundai Aent CRDi,Kochi,Kerala,S?dindien,Indien,2006,160538,83,215544,Diesel,Manual,Erster,13.1,1493,5
127437,Volkswagen Polo GT 1.5 TDI,Jaipur,Rajastahn,Nordindien,Indien,2014,60000,105,443063,Diesel,Manual,Zweiter,19.91,1498,5
127438,Honda Jazz 1.2 VX i VTEC,Coimbatore,Tamil Nadu,Ostindien,Indien,2017,49575,90,858584,Benzin,Manual,Erster,18.7,1199,5
127439,Hyundai i10 Era,Jaipur,Rajastahn,Nordindien,Indien,2010,83000,69,209557,Benzin,Manual,Erster,19.81,1086,5
127440,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,Kerala,S?dindien,Indien,2018,51346,185,263323,Diesel,Automatisch,Erster,16.38,1995,5
127441,Toyota Innova Crysta 2.4 ZX MT,Pune,Maharashtra,Westindien,Indien,2017,43000,149,2233276,Diesel,Manual,Erster,13.68,2393,7
127442,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,Rajastahn,Nordindien,Indien,2011,35000,35,221531,Benzin,Manual,Dritter,19.7,796,5
127443,Maruti Swift VXI BSIV,Coimbatore,Tamil Nadu,Ostindien,Indien,2017,27872,83,712493,Benzin,Manual,Zweiter,20.4,1197,5
127444,Hyundai Grand i10 Magna,Mumbai,Maharashtra,Westindien,Indien,2014,16514,83,44905,Benzin,Manual,Erster,18.9,1197,5
127445,Maruti Swift VDI,Pune,Maharashtra,Westindien,Indien,2012,120000,75,44905,Diesel,Manual,Erster,22.9,1248,5
127446,Hyundai Verna CRDi 1.6 SX,Hyderabad,Telangana,S?dindien,Indien,2008,143275,127,311341,Diesel,Manual,Erster,22,1582,5
127447,Hyundai i20 1.2 Sportz,Mumbai,Maharashtra,Westindien,Indien,2010,52000,81,335291,Benzin,Manual,Erster,17,1197,5
127448,Mercedes-Benz GLE 350d,Coimbatore,Tamil Nadu,Ostindien,Indien,2017,29819,257,7339276,Diesel,Automatisch,Erster,11.57,2987,5
127449,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,Karnataka,S?dindien,Indien,2014,57000,172,2155441,Diesel,Manual,Zweiter,15.8,2148,5
127450,Maruti Ritz ZDi,Hyderabad,Telangana,S?dindien,Indien,2014,88500,75,520898,Diesel,Manual,Erster,23.2,1248,5
127451,Hyundai Creta 1.6 CRDi SX,Bangalore,Karnataka,S?dindien,Indien,2016,28000,127,1646517,Diesel,Manual,Erster,19.67,1582,5
127452,Maruti A-Star Vxi,Pune,Maharashtra,Westindien,Indien,2010,67000,67,239493,Benzin,Manual,Erster,19,998,5
127453,Renault Duster 110PS Diesel RXZ Option,Delhi,DelhiStaat,Nordindien,Indien,2016,26000,110,1197467,Diesel,Manual,Erster,19.64,1461,5
127454,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,DelhiStaat,Nordindien,Indien,2010,120000,77,197582,Diesel,Manual,Erster,17.8,1248,5
127455,BMW X3 xDrive30d M Sport,Coimbatore,Tamil Nadu,Ostindien,Indien,2017,51982,261,5480807,Diesel,Automatisch,Erster,16.55,2993,5
127456,Hyundai i10 Sportz,Bangalore,Karnataka,S?dindien,Indien,2010,36000,80,389177,Benzin,Manual,Zweiter,20.36,1197,5
127457,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,Maharashtra,Westindien,Indien,2016,47000,103,1532758,Diesel,Manual,Erster,12.8,2494,7
127458,Maruti Zen VXI BSII,Mumbai,Maharashtra,Westindien,Indien,2002,60000,61,65861,Benzin,Manual,Dritter,17.3,993,5
127459,Maruti Swift VDI,Hyderabad,Telangana,S?dindien,Indien,2018,31025,75,856189,Diesel,Manual,Erster,28.4,1248,5
127460,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,Maharashtra,Westindien,Indien,2013,105000,121,838227,Diesel,Manual,Zweiter,12.05,2179,8
127461,Tata Zest Quadrajet 1.3 75PS XE,Pune,Maharashtra,Westindien,Indien,2017,121900,75,44905,Diesel,Manual,Erster,22.95,1248,5
127462,Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,Maharashtra,Westindien,Indien,2017,22695,124,1017847,Benzin,Manual,Erster,18.88,999,5
127463,Maruti Swift Dzire ZDI,Jaipur,Rajastahn,Nordindien,Indien,2012,73000,75,520898,Diesel,Manual,Erster,23.4,1248,5
127464,Maruti Alto 800 LXI,Kochi,Kerala,S?dindien,Indien,2016,32227,48,390374,Benzin,Manual,Erster,22.74,796,5
127465,Honda City 1.5 S MT,Jaipur,Rajastahn,Nordindien,Indien,2011,55000,119,504134,Benzin,Manual,Erster,17,1497,5
127466,Audi Q7 3.0 TDI Quattro Technology,Kochi,Kerala,S?dindien,Indien,2018,11287,244,8425379,Diesel,Automatisch,Erster,12.07,2967,7
127467,Skoda Laura 1.9 TDI AT Ambiente,Mumbai,Maharashtra,Westindien,Indien,2009,48000,106,353253,Diesel,Automatisch,Zweiter,17,1896,5
127468,Hyundai Verna 1.6 SX VTVT (O),Kochi,Kerala,S?dindien,Indien,2012,54308,123,512516,Benzin,Manual,Erster,17.1,1591,5
127469,Honda City 1.5 V AT,Jaipur,Rajastahn,Nordindien,Indien,2009,78442,119,427496,Benzin,Automatisch,Erster,16.8,1497,5
127470,Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,Westbengalen,Ostindien,Indien,2013,46000,90,372412,Diesel,Manual,Erster,21.9,1396,5
127471,Hyundai i20 Sportz AT 1.4,Coimbatore,Tamil Nadu,Ostindien,Indien,2014,45051,100,71369,Benzin,Automatisch,Erster,15,1396,5
127472,Volkswagen Vento Diesel Highline,Hyderabad,Telangana,S?dindien,Indien,2011,69000,105,56281,Diesel,Manual,Erster,20.54,1598,5
127473,Honda City i VTEC VX,Ahmedabad,Gujarat,Westindien,Indien,2014,49000,118,826252,Benzin,Manual,Erster,17.4,1497,5
127474,Tata Zest Quadrajet 1.3 75PS XE,Pune,Maharashtra,Westindien,Indien,2018,45000,75,62867,Diesel,Manual,Erster,22.95,1248,5
127475,BMW 5 Series 2003-2012 520d,Pune,Maharashtra,Westindien,Indien,2015,64000,179,3352908,Diesel,Automatisch,Erster,18.48,1995,5
127476,Maruti Wagon R LXI Minor,Delhi,DelhiStaat,Nordindien,Indien,2009,60000,68,161658,Benzin,Manual,Erster,18.9,1061,5
127477,Honda Jazz VX,Delhi,DelhiStaat,Nordindien,Indien,2015,62178,90,580772,Benzin,Manual,Erster,18.2,1199,5
127478,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,Tamil Nadu,Ostindien,Indien,2012,58006,106,802303,Diesel,Manual,Erster,15,1896,5
127479,Hyundai i10 Magna 1.2,Hyderabad,Telangana,S?dindien,Indien,2010,74000,80,371215,Benzin,Manual,Erster,20.36,1197,5
127480,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,Kerala,S?dindien,Indien,2015,77771,172,2232079,Diesel,Automatisch,Erster,19.27,2143,5
127481,Hyundai i10 Magna 1.2 iTech SE,Pune,Maharashtra,Westindien,Indien,2012,45275,80,335291,Benzin,Manual,Erster,20.36,1197,5
127482,Toyota Innova Crysta 2.4 ZX MT,Chennai,Tamil Nadu,Ostindien,Indien,2016,48000,149,2424871,Diesel,Manual,Erster,13.68,2393,7
127483,Audi A6 2011-2015 2.0 TDI Technology,Kochi,Kerala,S?dindien,Indien,2015,31652,176,3206817,Diesel,Automatisch,Erster,17.68,1968,5
127484,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,Telangana,S?dindien,Indien,2010,109000,102,989108,Diesel,Manual,Zweiter,12.99,2494,7
127485,Volkswagen Polo Benzin Trendline 1.2L,Mumbai,Maharashtra,Westindien,Indien,2015,31978,75,465815,Benzin,Manual,Erster,16.47,1198,5
127486,Maruti Alto K10 LXI,Hyderabad,Telangana,S?dindien,Indien,2011,70000,68,251468,Benzin,Manual,Erster,20.92,998,5
127487,Honda City i-VTEC CVT ZX,Mumbai,Maharashtra,Westindien,Indien,2017,15000,118,1519586,Benzin,Automatisch,Erster,18,1497,5
127488,Tata Indigo LX,Coimbatore,Tamil Nadu,Ostindien,Indien,2013,59138,71,308947,Diesel,Manual,Erster,17,1405,5
127489,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,Kerala,S?dindien,Indien,2014,61726,176,2487139,Diesel,Automatisch,Erster,17.68,1968,5
127490,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,DelhiStaat,Nordindien,Indien,2015,48000,137,2426068,Diesel,Automatisch,Erster,17.9,2143,5
127491,Maruti Celerio VXI AT,Hyderabad,Telangana,S?dindien,Indien,2014,77815,68,508924,Benzin,Automatisch,Erster,23.1,998,5
127492,Mercedes-Benz GLE 250d,Hyderabad,Telangana,S?dindien,Indien,2017,29000,203,6825563,Diesel,Automatisch,Erster,17.9,2143,5
127493,Land Rover Range Rover HSE Dynamic,Delhi,DelhiStaat,Nordindien,Indien,2017,44000,190,5268855,Diesel,Automatisch,Erster,12.7,2179,5
127494,Volkswagen Vento Diesel Trendline,Hyderabad,Telangana,S?dindien,Indien,2011,108626,105,437075,Diesel,Manual,Erster,20.54,1598,5
127495,Maruti Omni 8 Seater BSIV,Hyderabad,Telangana,S?dindien,Indien,2012,71791,35,245481,Benzin,Manual,Erster,14,796,5
127496,Honda Brio 1.2 VX MT,Kochi,Kerala,S?dindien,Indien,2012,91931,88,374807,Benzin,Manual,Erster,18.5,1198,5
127497,Tata Sumo Delux,Hyderabad,Telangana,S?dindien,Indien,2000,158000,84,17962,Diesel,Manual,Zweiter,14.07,2956,7
127498,Tata Indica Vista Aura 1.3 Quadrajet,Pune,Maharashtra,Westindien,Indien,2012,91183,76,341278,Diesel,Manual,Erster,18,1248,5
127499,Maruti Wagon R LXI BS IV,Delhi,DelhiStaat,Nordindien,Indien,2012,65000,68,317329,Benzin,Manual,Erster,18.9,998,5
127500,Mahindra XUV500 W8 4WD,Hyderabad,Telangana,S?dindien,Indien,2015,88428,141,1269315,Diesel,Manual,Erster,16,2179,7
127501,Tata Indigo LS Dicor,Pune,Maharashtra,Westindien,Indien,2008,138000,71,149683,Diesel,Manual,Zweiter,17.1,1396,5
127502,Maruti Ertiga Paseo VXI,Mumbai,Maharashtra,Westindien,Indien,2018,18000,95,98791,Benzin,Manual,Erster,16.02,1373,7
127503,Honda Aord 2.4 A/T,Mumbai,Maharashtra,Westindien,Indien,2011,60000,179,532873,Benzin,Automatisch,Erster,11.7,2354,5
127504,Maruti Swift Dzire VDi,Kolkata,Westbengalen,Ostindien,Indien,2012,48000,75,443063,Diesel,Manual,Erster,19.3,1248,5
127505,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,Telangana,S?dindien,Indien,2009,160000,69,335291,Diesel,Manual,Erster,17.8,1399,5
127506,Honda City ZX GXi,Kolkata,Westbengalen,Ostindien,Indien,2008,40000,79,215544,Benzin,Manual,Erster,17.7,1497,5
127507,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,Kerala,S?dindien,Indien,2014,51495,176,262844,Diesel,Automatisch,Erster,17.68,1968,5
127508,BMW 6 Series 640d Gran Coupe,Mumbai,Maharashtra,Westindien,Indien,2011,30000,316,5867589,Diesel,Automatisch,Erster,9.52,2993,4
127509,Audi Q7 45 TDI Quattro Technology,Coimbatore,Tamil Nadu,Ostindien,Indien,2017,97430,247,7504526,Diesel,Automatisch,Erster,14.75,2967,7
127510,Maruti Zen Estilo LXI Green (CNG),Pune,Maharashtra,Westindien,Indien,2008,42496,68,167645,CNG,Manual,Erster,36.82,998,5
127511,Hyundai i20 1.4 CRDi Asta,Pune,Maharashtra,Westindien,Indien,2012,83000,91,658607,Diesel,Manual,Erster,23,1396,5
127512,Hyundai i10 Sportz AT,Bangalore,Karnataka,S?dindien,Indien,2009,37000,80,353253,Benzin,Automatisch,Dritter,16.95,1197,5
127513,Honda Jazz 1.2 V CVT i VTEC,Kochi,Kerala,S?dindien,Indien,2016,28503,90,821462,Benzin,Automatisch,Erster,19,1199,5
127514,Maruti Swift VDI BSIV,Hyderabad,Telangana,S?dindien,Indien,2015,76496,75,736442,Diesel,Manual,Erster,25.2,1248,5
127515,Hyundai i20 Asta 1.2,Pune,Maharashtra,Westindien,Indien,2011,79152,84,395164,Benzin,Manual,Zweiter,18.5,1197,5
127516,Volkswagen Polo Benzin Comfortline 1.2L,Kolkata,Westbengalen,Ostindien,Indien,2011,32000,75,305354,Benzin,Manual,Erster,16.47,1198,5
127517,Maruti Alto LXi,Ahmedabad,Gujarat,Westindien,Indien,2009,35000,47,17962,Benzin,Manual,Erster,19.7,796,5
127518,Toyota Corolla H4,Chennai,Tamil Nadu,Ostindien,Indien,2004,105000,126,299367,Benzin,Automatisch,Zweiter,11.3,1794,5
127519,Maruti Alto LXi,Chennai,Tamil Nadu,Ostindien,Indien,2006,56000,47,167645,Benzin,Manual,Zweiter,19.7,796,5
127520,Tata Manza ELAN Quadrajet BS IV,Pune,Maharashtra,Westindien,Indien,2012,73000,90,407139,Diesel,Manual,Erster,21.12,1248,5
127521,Maruti Alto LXi,Pune,Maharashtra,Westindien,Indien,2012,38000,47,26943,Benzin,Manual,Erster,19.7,796,5
127522,Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,Westbengalen,Ostindien,Indien,2013,775000,142,8981,Diesel,Automatisch,Erster,19.3,1968,5
127523,Toyota Corolla H4,Kolkata,Westbengalen,Ostindien,Indien,2008,80000,126,335291,Benzin,Automatisch,Erster,11.3,1794,5
127524,Hyundai i20 Asta Option 1.2,Coimbatore,Tamil Nadu,Ostindien,Indien,2016,24973,83,91726,Benzin,Manual,Erster,18.6,1197,5
127525,Maruti Vitara Brezza LDi,Chennai,Tamil Nadu,Ostindien,Indien,2016,45000,89,856189,Diesel,Manual,Erster,24.3,1248,5
127526,Honda City 1.5 V MT,Delhi,DelhiStaat,Nordindien,Indien,2010,87430,119,419113,Benzin,Manual,Erster,17,1497,5
127527,Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,Telangana,S?dindien,Indien,2014,133944,76,419113,Diesel,Manual,Zweiter,18,1248,5
127528,Honda Amaze S i-Dtech,Kolkata,Westbengalen,Ostindien,Indien,2013,57000,100,413126,Diesel,Manual,Erster,25.8,1498,5
127529,Hyundai EON D Lite Plus,Coimbatore,Tamil Nadu,Ostindien,Indien,2016,27904,56,425101,Benzin,Manual,Erster,21.1,814,5
127530,BMW 3 Series Luxury Line,Kochi,Kerala,S?dindien,Indien,2015,30717,192,3112217,Diesel,Automatisch,Zweiter,21.76,1995,5
127531,Hyundai Verna 1.6 SX,Bangalore,Karnataka,S?dindien,Indien,2012,80000,128,62867,Diesel,Manual,Erster,22.32,1582,5
127532,Tata Manza Club Class Quadrajet90 LS,Ahmedabad,Gujarat,Westindien,Indien,2013,47304,90,347265,Diesel,Manual,Erster,21.02,1248,5
127533,Skoda Octavia RS,Jaipur,Rajastahn,Nordindien,Indien,2005,100000,229,245481,Benzin,Automatisch,Erster,14.45,1984,5
127534,Maruti Alto K10 VXI,Pune,Maharashtra,Westindien,Indien,2017,30000,68,44905,Benzin,Manual,Erster,24.07,998,5
127535,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,Maharashtra,Westindien,Indien,2014,68000,91,80829,Diesel,Manual,Erster,22.7,1498,5
127536,Chevrolet Spark 1.0 LS,Kolkata,Westbengalen,Ostindien,Indien,2011,21000,63,113759,Benzin,Manual,Zweiter,18,995,5
127537,Jaguar XF 2.0 Diesel Portfolio,Hyderabad,Telangana,S?dindien,Indien,2017,21000,179,6226829,Diesel,Automatisch,Erster,19.33,1999,5
127538,Honda CR-V RVi MT,Jaipur,Rajastahn,Nordindien,Indien,2007,119000,143,46821,Benzin,Manual,Dritter,13.1,1997,5
127539,Skoda Superb L&K 1.8 TSI AT,Kochi,Kerala,S?dindien,Indien,2019,13747,179,3269085,Benzin,Automatisch,Erster,14.67,1798,5
127540,Hyundai i10 Magna 1.2,Chennai,Tamil Nadu,Ostindien,Indien,2009,620000,80,323316,Benzin,Manual,Erster,20.36,1197,5
127541,Maruti Swift LDI,Delhi,DelhiStaat,Nordindien,Indien,2013,70000,75,419113,Diesel,Manual,Erster,22.9,1248,5
127542,Maruti Swift Dzire VXi AT,Mumbai,Maharashtra,Westindien,Indien,2016,18000,84,74243,Benzin,Automatisch,Erster,18.5,1197,5
127543,Nissan Micra Diesel XV,Chennai,Tamil Nadu,Ostindien,Indien,2011,83000,64,329303,Diesel,Manual,Erster,23.08,1461,5
127544,Maruti Swift Dzire Tour LDI,Mumbai,Maharashtra,Westindien,Indien,2015,130000,75,389177,Diesel,Manual,Erster,23.4,1248,5
127545,Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,Maharashtra,Westindien,Indien,2012,63400,68,389177,Diesel,Manual,Erster,17.8,1399,5
127546,Maruti Zen LX,Kolkata,Westbengalen,Ostindien,Indien,2003,65000,61,77835,Benzin,Manual,Erster,17.3,993,5
127547,Mini Clubman Cooper S,Pune,Maharashtra,Westindien,Indien,2017,8350,194,4191135,Benzin,Manual,Erster,13.8,1998,5
127548,Toyota Etios GD,Kolkata,Westbengalen,Ostindien,Indien,2014,45000,68,389177,Diesel,Manual,Erster,23.59,1364,5
127549,Maruti Alto 800 2016-2019 LXI,Kolkata,Westbengalen,Ostindien,Indien,2018,26200,48,347265,Benzin,Manual,Erster,24.7,796,5
127550,Maruti Alto VXi,Bangalore,Karnataka,S?dindien,Indien,2011,11000,47,347265,Benzin,Manual,Dritter,18.9,796,5
127551,BMW X5 3.0d,Bangalore,Karnataka,S?dindien,Indien,2009,90000,237,2125504,Diesel,Automatisch,Zweiter,11,2993,5
